,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Cost,Total Profit,year
679,Sub-Saharan Africa,Clothes,Online,L,24-05-2014,378455245,08-06-2014,2172,35.84,77844.48,159511.68,2014
680,Europe,Snacks,Offline,L,09-01-2013,201294267,09-02-2013,6302,97.44,614066.88,347492.28,2013
681,Sub-Saharan Africa,Meat,Offline,C,06-02-2015,834443652,27-02-2015,9275,364.69,3382499.75,530530,2015
682,Asia,Cereal,Online,M,02-05-2013,826389729,05-05-2013,5940,117.11,695633.4,526224.6,2013
683,Sub-Saharan Africa,Vegetables,Offline,M,11-11-2012,595931327,15-12-2012,8177,90.93,743534.61,516214.01,2012
684,North America,Personal Care,Offline,H,24-04-2012,182179772,23-05-2012,9898,56.67,560919.66,248043.88,2012
685,Sub-Saharan Africa,Fruits,Offline,M,02-03-2015,594558894,19-04-2015,2044,6.92,14144.48,4926.04,2015
686,Sub-Saharan Africa,Meat,Online,M,26-10-2010,662805020,02-11-2010,7589,364.69,2767632.41,434090.8,2010
687,Asia,Household,Offline,L,29-03-2016,186966979,17-04-2016,6539,502.54,3286109.06,1083708.47,2016
688,Asia,Clothes,Online,C,09-08-2011,387406098,11-08-2011,928,35.84,33259.52,68152.32,2011
689,Australia and Oceania,Beverages,Online,C,20-03-2012,754796206,08-04-2012,9826,31.79,312368.54,153875.16,2012
690,Middle East and North Africa,Beverages,Offline,C,27-09-2011,400123631,07-11-2011,4329,31.79,137618.91,67792.14,2011
691,Asia,Beverages,Online,C,02-04-2016,304687201,01-05-2016,2569,31.79,81668.51,40230.54,2016
692,Sub-Saharan Africa,Meat,Offline,L,10-03-2010,170098245,19-03-2010,4705,364.69,1715866.45,269126,2010
693,Europe,Meat,Online,L,11-02-2013,668280589,28-03-2013,7932,364.69,2892721.08,453710.4,2013
694,Sub-Saharan Africa,Personal Care,Offline,C,20-05-2015,291470563,30-05-2015,1472,56.67,83418.24,36888.32,2015
695,Middle East and North Africa,Fruits,Offline,M,07-03-2012,302216994,29-03-2012,1579,6.92,10926.68,3805.39,2012
696,Central America and the Caribbean,Cereal,Offline,L,04-12-2014,683381211,11-12-2014,6542,117.11,766133.62,579555.78,2014
697,Sub-Saharan Africa,Office Supplies,Online,L,24-02-2017,588137042,28-03-2017,1675,524.96,879308,211468.75,2017
698,Sub-Saharan Africa,Personal Care,Offline,C,18-06-2013,589970815,13-07-2013,4329,56.67,245324.43,108484.74,2013
699,Australia and Oceania,Baby Food,Offline,M,23-11-2010,432681357,28-11-2010,8884,159.42,1416287.28,851620.24,2010
700,Europe,Household,Online,C,14-07-2017,380379998,16-07-2017,1749,502.54,878942.46,289861.77,2017
701,Europe,Clothes,Online,H,16-01-2016,767490565,23-02-2016,6368,35.84,228229.12,467665.92,2016
702,Australia and Oceania,Vegetables,Online,M,06-11-2012,648749387,18-12-2012,8215,90.93,746989.95,518612.95,2012
703,Central America and the Caribbean,Fruits,Online,L,05-09-2011,949205291,11-10-2011,9794,6.92,67774.48,23603.54,2011
704,Asia,Meat,Offline,H,22-04-2017,414219605,27-04-2017,5641,364.69,2057216.29,322665.2,2017
705,Sub-Saharan Africa,Snacks,Offline,C,25-08-2016,559466159,15-09-2016,7324,97.44,713650.56,403845.36,2016
706,Europe,Snacks,Offline,L,30-10-2012,720931279,18-11-2012,8441,97.44,822491.04,465436.74,2012
707,North America,Office Supplies,Offline,H,29-10-2013,304913794,21-11-2013,9623,524.96,5051690.08,1214903.75,2013
708,Europe,Snacks,Online,L,13-07-2013,138025033,03-08-2013,3529,97.44,343865.76,194589.06,2013
709,Asia,Clothes,Offline,H,10-09-2010,217188823,19-10-2010,9854,35.84,353167.36,723677.76,2010
710,Central America and the Caribbean,Meat,Online,M,10-09-2012,159641492,24-09-2012,320,364.69,116700.8,18304,2012
711,Europe,Meat,Offline,H,16-08-2016,552931869,09-09-2016,3682,364.69,1342788.58,210610.4,2016
712,Sub-Saharan Africa,Snacks,Offline,L,26-01-2013,704921281,05-02-2013,727,97.44,70838.88,40086.78,2013
713,Sub-Saharan Africa,Snacks,Online,L,09-08-2012,893783557,28-09-2012,9271,97.44,903366.24,511202.94,2012
714,Asia,Office Supplies,Online,H,25-09-2011,118005025,30-10-2011,9164,524.96,4810733.44,1156955,2011
715,Middle East and North Africa,Snacks,Offline,M,18-10-2011,146384513,04-12-2011,7285,97.44,709850.4,401694.9,2011
716,Sub-Saharan Africa,Clothes,Online,C,20-03-2015,568033349,17-04-2015,2546,35.84,91248.64,186978.24,2015
717,Europe,Fruits,Online,L,08-02-2014,142375361,19-02-2014,888,6.92,6144.96,2140.08,2014
718,Asia,Beverages,Online,C,21-10-2016,849146878,30-11-2016,286,31.79,9091.94,4478.76,2016
719,Central America and the Caribbean,Personal Care,Online,H,09-10-2013,238396728,27-11-2013,5744,56.67,325512.48,143944.64,2013
720,Middle East and North Africa,Snacks,Online,H,06-09-2011,880486238,10-10-2011,4299,97.44,418894.56,237046.86,2011
721,Europe,Cosmetics,Offline,C,27-06-2014,916089236,28-07-2014,17,263.33,4476.61,2955.79,2014
722,Asia,Cereal,Online,H,22-01-2012,806192052,28-02-2012,8998,117.11,1053755.78,797132.82,2012
723,Asia,Cereal,Online,M,09-04-2014,182093513,17-05-2014,4372,117.11,512004.92,387315.48,2014
724,Asia,Fruits,Offline,H,26-11-2016,995404946,31-12-2016,1299,6.92,8989.08,3130.59,2016
725,Sub-Saharan Africa,Beverages,Online,C,12-01-2013,768050181,28-01-2013,1971,31.79,62658.09,30865.86,2013
726,Europe,Fruits,Offline,L,06-12-2011,242265546,07-01-2012,614,6.92,4248.88,1479.74,2011
727,Sub-Saharan Africa,Office Supplies,Offline,M,31-07-2012,230599868,22-08-2012,8480,524.96,4451660.8,1070600,2012
728,Europe,Cosmetics,Online,M,12-01-2015,265914475,21-02-2015,8857,263.33,2332313.81,1539966.59,2015
729,North America,Household,Offline,M,10-08-2016,851383197,05-09-2016,2062,502.54,1036237.48,341735.26,2016
730,Central America and the Caribbean,Personal Care,Offline,L,16-09-2015,310492360,21-10-2015,444,56.67,25161.48,11126.64,2015
731,Europe,Snacks,Online,L,26-07-2015,637040793,04-08-2015,3382,97.44,329542.08,186483.48,2015
732,Sub-Saharan Africa,Beverages,Online,H,03-12-2012,745139825,08-12-2012,2288,31.79,72735.52,35830.08,2012
733,Sub-Saharan Africa,Household,Online,M,07-12-2016,519213283,24-12-2016,5603,502.54,2815731.62,928585.19,2016
734,Asia,Vegetables,Online,C,09-02-2015,363997495,11-02-2015,3802,90.93,345715.86,240020.26,2015
735,Europe,Personal Care,Offline,L,12-12-2014,754541289,19-12-2014,4390,56.67,248781.3,110013.4,2014
736,Central America and the Caribbean,Household,Online,H,11-06-2017,886205995,21-07-2017,6902,502.54,3468531.08,1143868.46,2017
737,Sub-Saharan Africa,Baby Food,Online,C,19-04-2013,924665439,07-06-2013,7906,159.42,1260374.52,757869.16,2013
738,Asia,Household,Online,H,30-12-2016,655905950,11-02-2017,6001,502.54,3015742.54,994545.73,2016
739,Sub-Saharan Africa,Beverages,Offline,H,03-01-2010,836226356,26-01-2010,6816,31.79,216680.64,106738.56,2010
740,Middle East and North Africa,Household,Offline,C,25-09-2012,942237985,25-09-2012,8013,502.54,4026853.02,1327994.49,2012
741,Asia,Cereal,Online,H,24-07-2012,520864665,20-08-2012,4284,117.11,501699.24,379519.56,2012
742,Middle East and North Africa,Snacks,Offline,H,01-02-2013,539342725,15-02-2013,2353,97.44,229276.32,129744.42,2013
743,Asia,Baby Food,Offline,M,11-03-2015,235220992,26-03-2015,5974,159.42,952375.08,572667.64,2015
744,Asia,Cereal,Online,C,27-03-2013,266360795,13-05-2013,933,117.11,109263.63,82654.47,2013
745,Asia,Baby Food,Online,H,06-01-2014,460935962,16-01-2014,49,159.42,7811.58,4697.14,2014
746,Sub-Saharan Africa,Cereal,Online,M,31-03-2010,267432820,24-04-2010,8169,117.11,956671.59,723691.71,2010
747,Sub-Saharan Africa,Cereal,Offline,H,20-08-2014,104650199,01-10-2014,7174,117.11,840147.14,635544.66,2014
748,Central America and the Caribbean,Cosmetics,Online,L,30-08-2010,911699426,03-10-2010,975,263.33,256746.75,169523.25,2010
749,Middle East and North Africa,Baby Food,Offline,L,14-12-2016,998004329,20-12-2016,514,159.42,81941.88,49272.04,2016
750,Asia,Personal Care,Online,L,03-05-2015,993301236,01-06-2015,8764,56.67,496655.88,219625.84,2015
751,Europe,Vegetables,Offline,L,16-03-2015,697638976,26-03-2015,5731,90.93,521119.83,361798.03,2015
752,Middle East and North Africa,Cosmetics,Online,C,16-11-2011,431378877,08-12-2011,3451,263.33,908751.83,600025.37,2011
753,Australia and Oceania,Vegetables,Offline,C,01-02-2013,585194766,25-02-2013,990,90.93,90020.7,62498.7,2013
754,Central America and the Caribbean,Personal Care,Offline,C,01-07-2012,270072972,09-08-2012,9449,56.67,535474.83,236791.94,2012
755,Europe,Baby Food,Online,C,10-03-2016,467312324,08-04-2016,6956,159.42,1108925.52,666802.16,2016
756,Middle East and North Africa,Fruits,Offline,C,02-03-2016,878524148,20-03-2016,3673,6.92,25417.16,8851.93,2016
757,Central America and the Caribbean,Cosmetics,Online,C,08-11-2016,375632274,28-11-2016,6792,263.33,1788537.36,1180925.04,2016
758,Sub-Saharan Africa,Fruits,Offline,M,03-03-2016,150873029,13-03-2016,5537,6.92,38316.04,13344.17,2016
759,Sub-Saharan Africa,Vegetables,Offline,C,18-11-2016,566795241,22-11-2016,6162,90.93,560310.66,389007.06,2016
760,Asia,Personal Care,Online,M,04-04-2015,706260240,04-05-2015,6954,56.67,394083.18,174267.24,2015
761,Europe,Clothes,Online,L,26-05-2012,622441852,28-05-2012,3231,35.84,115799.04,237284.64,2012
762,Middle East and North Africa,Beverages,Offline,H,30-06-2010,888826406,01-07-2010,2340,31.79,74388.6,36644.4,2010
763,Europe,Meat,Online,C,27-07-2016,349212729,11-09-2016,8662,364.69,3158944.78,495466.4,2016
764,Asia,Meat,Offline,L,01-01-2016,167712152,16-01-2016,8607,364.69,3138886.83,492320.4,2016
765,Middle East and North Africa,Fruits,Offline,M,28-02-2014,678748500,29-03-2014,5619,6.92,38883.48,13541.79,2014
766,Australia and Oceania,Household,Online,C,26-06-2017,937058103,16-07-2017,5171,502.54,2598634.34,856989.83,2017
767,Middle East and North Africa,Clothes,Online,M,19-07-2014,967689788,28-07-2014,9767,35.84,350049.28,717288.48,2014
768,Sub-Saharan Africa,Cosmetics,Offline,L,14-02-2010,416004884,17-03-2010,3945,263.33,1038836.85,685917.15,2010
769,Australia and Oceania,Baby Food,Offline,C,07-11-2013,797677218,14-11-2013,9270,159.42,1477823.4,888622.2,2013
770,Central America and the Caribbean,Snacks,Online,C,16-09-2013,548693120,10-10-2013,9342,97.44,910284.48,515117.88,2013
771,Asia,Fruits,Online,H,04-02-2010,875351417,08-02-2010,4791,6.92,33153.72,11546.31,2010
772,Sub-Saharan Africa,Snacks,Online,H,22-01-2012,804263436,28-02-2012,8278,97.44,806608.32,456448.92,2012
773,Europe,Cosmetics,Online,H,06-10-2010,332353007,22-11-2010,9495,263.33,2500318.35,1650895.65,2010
774,Europe,Meat,Offline,H,08-08-2013,876856458,29-08-2013,166,364.69,60538.54,9495.2,2013
775,Asia,Vegetables,Online,M,01-02-2010,325322616,12-03-2010,9046,90.93,822552.78,571073.98,2010
776,Asia,Household,Online,L,08-07-2013,685612809,17-08-2013,6921,502.54,3478079.34,1147017.33,2013
777,Sub-Saharan Africa,Beverages,Offline,M,05-10-2011,435900866,07-10-2011,1608,31.79,51118.32,25181.28,2011
778,Asia,Baby Food,Online,C,15-06-2016,374673116,04-07-2016,2956,159.42,471245.52,283362.16,2016
779,Sub-Saharan Africa,Cereal,Offline,L,21-10-2013,470728385,09-11-2013,7845,117.11,918727.95,694988.55,2013
780,Europe,Beverages,Offline,C,19-10-2013,313178002,06-12-2013,5185,31.79,164831.15,81197.1,2013
781,Europe,Personal Care,Online,L,17-02-2016,461445796,22-03-2016,920,56.67,52136.4,23055.2,2016
782,Sub-Saharan Africa,Personal Care,Online,L,26-12-2013,195268094,21-01-2014,3023,56.67,171313.41,75756.38,2013
783,Central America and the Caribbean,Snacks,Offline,C,20-12-2012,664693725,24-12-2012,6499,97.44,633262.56,358354.86,2012
784,Sub-Saharan Africa,Snacks,Online,C,09-03-2012,840084016,26-03-2012,8384,97.44,816936.96,462293.76,2012
785,Sub-Saharan Africa,Cosmetics,Offline,L,05-08-2015,662112796,24-09-2015,2745,263.33,722840.85,477273.15,2015
786,Australia and Oceania,Vegetables,Online,C,20-01-2013,591766393,10-03-2013,5681,90.93,516573.33,358641.53,2013
787,Sub-Saharan Africa,Clothes,Online,H,11-06-2014,260343635,12-06-2014,322,35.84,11540.48,23647.68,2014
788,Asia,Meat,Offline,C,20-07-2015,719455850,27-07-2015,1829,364.69,667018.01,104618.8,2015
789,Europe,Cosmetics,Offline,C,03-01-2017,391026866,08-01-2017,2394,263.33,630412.02,416244.78,2017
790,Asia,Personal Care,Offline,L,15-12-2012,917293012,30-01-2013,6241,56.67,353677.47,156399.46,2012
791,Australia and Oceania,Baby Food,Offline,L,08-07-2017,410803115,27-07-2017,4626,159.42,737476.92,443448.36,2017
792,Europe,Vegetables,Offline,C,07-08-2015,204418504,03-09-2015,833,90.93,75744.69,52587.29,2015
793,Sub-Saharan Africa,Personal Care,Online,C,05-02-2012,801313006,15-02-2012,5180,56.67,293550.6,129810.8,2012
794,Europe,Meat,Offline,L,22-12-2012,524972951,17-01-2013,17,364.69,6199.73,972.4,2012
795,Europe,Beverages,Online,C,27-11-2013,469197165,11-12-2013,4723,31.79,150144.17,73962.18,2013
796,Middle East and North Africa,Office Supplies,Offline,L,17-08-2011,448096978,18-09-2011,708,524.96,371671.68,89385,2011
797,Australia and Oceania,Clothes,Online,H,17-04-2015,346096217,10-05-2015,6417,35.84,229985.28,471264.48,2015
798,Central America and the Caribbean,Fruits,Online,H,28-05-2012,567931210,12-07-2012,2321,6.92,16061.32,5593.61,2012
799,Europe,Household,Offline,H,23-06-2010,688650786,07-08-2010,5926,502.54,2978052.04,982115.98,2010
800,Australia and Oceania,Baby Food,Online,M,30-06-2010,803616273,30-07-2010,6768,159.42,1078954.56,648780.48,2010
801,North America,Snacks,Offline,M,26-09-2010,178501498,15-11-2010,1415,97.44,137877.6,78023.1,2010
802,Sub-Saharan Africa,Cosmetics,Offline,H,16-07-2010,399292790,28-07-2010,8465,263.33,2229088.45,1471809.55,2010
803,Sub-Saharan Africa,Office Supplies,Online,L,02-02-2014,422288978,21-02-2014,3548,524.96,1862558.08,447935,2014
804,Asia,Vegetables,Offline,C,01-07-2011,624101388,31-07-2011,4324,90.93,393181.32,272974.12,2011
805,Australia and Oceania,Cereal,Online,C,14-11-2012,551653850,01-01-2013,5488,117.11,642699.68,486181.92,2012
806,Central America and the Caribbean,Meat,Online,L,26-03-2014,272182691,30-04-2014,3762,364.69,1371963.78,215186.4,2014
807,Europe,Office Supplies,Online,M,17-06-2016,823236739,01-08-2016,2900,524.96,1522384,366125,2016
808,Sub-Saharan Africa,Personal Care,Offline,L,02-12-2013,162677323,11-01-2014,8690,56.67,492462.3,217771.4,2013
809,Central America and the Caribbean,Household,Online,M,29-05-2013,818678271,25-06-2013,3948,502.54,1984027.92,654302.04,2013
810,Europe,Fruits,Offline,L,17-03-2015,439725911,07-04-2015,3524,6.92,24386.08,8492.84,2015
811,Asia,Beverages,Offline,H,17-11-2016,344619071,16-12-2016,9296,31.79,295519.84,145575.36,2016
812,Sub-Saharan Africa,Baby Food,Offline,M,20-01-2017,572469079,06-02-2017,5177,159.42,825317.34,496267.22,2017
813,Sub-Saharan Africa,Beverages,Offline,M,22-08-2011,332699763,05-10-2011,2108,31.79,67013.32,33011.28,2011
814,Europe,Snacks,Online,H,01-10-2012,255047452,30-10-2012,3064,97.44,298556.16,168948.96,2012
815,Australia and Oceania,Cosmetics,Online,H,22-08-2014,139560973,21-09-2014,8048,263.33,2119279.84,1399305.76,2014
816,Middle East and North Africa,Clothes,Online,M,14-08-2012,306601655,02-09-2012,9098,35.84,326072.32,668157.12,2012
817,Asia,Beverages,Offline,M,06-06-2014,246843326,12-06-2014,5280,31.79,167851.2,82684.8,2014
818,Asia,Office Supplies,Online,M,24-09-2013,871272313,09-10-2013,7694,524.96,4039042.24,971367.5,2013
819,Central America and the Caribbean,Fruits,Online,M,08-08-2016,461187446,14-08-2016,4469,6.92,30925.48,10770.29,2016
820,Sub-Saharan Africa,Cosmetics,Offline,M,18-01-2015,518200051,22-01-2015,5766,263.33,1518360.78,1002534.42,2015
821,Sub-Saharan Africa,Beverages,Offline,M,30-06-2013,814233958,23-07-2013,8777,31.79,279020.83,137447.82,2013
822,Asia,Cosmetics,Offline,H,07-06-2017,741525495,16-07-2017,2727,263.33,718100.91,474143.49,2017
823,Europe,Meat,Offline,C,26-06-2014,662623488,11-07-2014,3870,364.69,1411350.3,221364,2014
824,Europe,Vegetables,Offline,M,22-01-2016,560389268,22-02-2016,492,90.93,44737.56,31059.96,2016
825,Middle East and North Africa,Fruits,Offline,C,12-09-2015,487996661,13-09-2015,7911,6.92,54744.12,19065.51,2015
826,North America,Vegetables,Online,L,29-07-2015,118931996,04-08-2015,3475,90.93,315981.75,219376.75,2015
827,Sub-Saharan Africa,Cosmetics,Online,L,24-02-2015,996994102,10-03-2015,1565,263.33,412111.45,272106.55,2015
828,Asia,Personal Care,Online,C,10-12-2014,686294305,15-12-2014,8591,56.67,486851.97,215290.46,2014
829,Australia and Oceania,Baby Food,Offline,C,02-10-2012,421256434,20-11-2012,7995,159.42,1274562.9,766400.7,2012
830,Asia,Fruits,Online,L,08-01-2015,156616818,04-02-2015,5252,6.92,36343.84,12657.32,2015
831,Asia,Vegetables,Online,C,25-04-2010,817424285,06-05-2010,2866,90.93,260605.38,180930.58,2010
832,Sub-Saharan Africa,Cereal,Offline,M,27-12-2010,249040162,01-02-2011,5373,117.11,629232.03,475994.07,2010
833,Europe,Office Supplies,Offline,C,12-07-2011,867138278,04-08-2011,4341,524.96,2278851.36,548051.25,2011
834,Sub-Saharan Africa,Beverages,Offline,L,22-01-2015,207704961,29-01-2015,3368,31.79,107068.72,52742.88,2015
835,Central America and the Caribbean,Vegetables,Offline,H,31-05-2014,377039039,14-06-2014,3085,90.93,280519.05,194756.05,2014
836,Asia,Cereal,Offline,H,21-01-2011,401751840,21-02-2011,6152,117.11,720460.72,545005.68,2011
837,Sub-Saharan Africa,Clothes,Offline,L,23-04-2011,278767192,25-05-2011,2262,35.84,81070.08,166121.28,2011
838,Europe,Household,Online,H,25-12-2014,525321424,31-12-2014,3138,502.54,1576970.52,520060.74,2014
839,Australia and Oceania,Vegetables,Online,H,05-08-2011,828963363,06-09-2011,7535,90.93,685157.55,475684.55,2011
840,Europe,Clothes,Online,H,10-06-2014,497554337,28-07-2014,6240,35.84,223641.6,458265.6,2014
841,Sub-Saharan Africa,Fruits,Offline,M,22-05-2011,709268176,25-06-2011,7070,6.92,48924.4,17038.7,2011
842,Middle East and North Africa,Snacks,Offline,L,29-01-2014,462591207,01-03-2014,9873,97.44,962025.12,544397.22,2014
843,Europe,Personal Care,Offline,M,15-04-2016,626322257,05-05-2016,1529,56.67,86648.43,38316.74,2016
844,Australia and Oceania,Vegetables,Offline,M,09-11-2012,789572656,24-12-2012,950,90.93,86383.5,59973.5,2012
845,Europe,Baby Food,Offline,C,21-01-2011,611766231,26-02-2011,4077,159.42,649955.34,390821.22,2011
846,Central America and the Caribbean,Office Supplies,Offline,C,21-08-2011,272639310,29-09-2011,8885,524.96,4664269.6,1121731.25,2011
847,Central America and the Caribbean,Fruits,Online,H,22-08-2012,922240722,29-09-2012,379,6.92,2622.68,913.39,2012
848,Europe,Baby Food,Offline,H,03-03-2013,630931794,01-04-2013,5593,159.42,891636.06,536144.98,2013
849,Europe,Office Supplies,Offline,L,04-03-2017,239386355,20-04-2017,8597,524.96,4513081.12,1085371.25,2017
850,Asia,Clothes,Online,C,11-07-2014,208590734,19-08-2014,5488,35.84,196689.92,403038.72,2014
851,Sub-Saharan Africa,Personal Care,Offline,M,03-02-2015,169843757,19-03-2015,9397,56.67,532527.99,235488.82,2015
852,Asia,Cereal,Online,H,01-09-2014,274756753,09-09-2014,5484,117.11,642231.24,485827.56,2014
853,Middle East and North Africa,Personal Care,Online,H,19-11-2013,745253551,12-12-2013,5942,56.67,336733.14,148906.52,2013
854,Sub-Saharan Africa,Cereal,Online,C,15-06-2014,523570477,23-07-2014,4994,117.11,584847.34,442418.46,2014
855,Asia,Snacks,Online,H,10-05-2015,422256362,23-06-2015,3896,97.44,379626.24,214825.44,2015
856,Europe,Household,Offline,M,21-08-2016,874172532,02-10-2016,5933,502.54,2981569.82,983276.09,2016
857,Australia and Oceania,Household,Offline,C,18-08-2015,582492816,11-09-2015,1423,502.54,715114.42,235833.79,2015
858,Europe,Personal Care,Offline,C,19-09-2010,570703542,03-11-2010,2715,56.67,153859.05,68037.9,2010
859,Europe,Cosmetics,Online,M,20-09-2012,132603538,06-11-2012,9188,263.33,2419476.04,1597517.56,2012
860,Central America and the Caribbean,Cereal,Offline,M,20-10-2010,882304131,25-11-2010,2254,117.11,263965.94,199681.86,2010
861,Middle East and North Africa,Baby Food,Online,M,13-02-2014,904229152,19-02-2014,355,159.42,56594.1,34030.3,2014
862,Middle East and North Africa,Office Supplies,Offline,L,06-03-2010,603114926,22-03-2010,3964,524.96,2080941.44,500455,2010
863,Sub-Saharan Africa,Snacks,Online,H,20-01-2014,454010283,30-01-2014,587,97.44,57197.28,32367.18,2014
