,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Revenue,Total Cost,Total Profit,year
624,Middle East and North Africa,Meat,Online,H,22-10-2011,174683320,03-11-2011,1531,364.69,645913.59,558340.39,87573.2,2011
625,Australia and Oceania,Household,Offline,H,27-10-2011,755647647,09-12-2011,1786,502.54,1193530.22,897536.44,295993.78,2011
626,Sub-Saharan Africa,Meat,Online,H,15-06-2011,361424291,05-07-2011,2334,364.69,984691.26,851186.46,133504.8,2011
627,Sub-Saharan Africa,Baby Food,Online,H,14-10-2016,873312079,22-10-2016,1306,159.42,333395.68,208202.52,125193.16,2016
628,Europe,Beverages,Offline,C,02-04-2012,192922341,01-05-2012,8863,31.79,420549.35,281754.77,138794.58,2012
629,Europe,Cereal,Online,L,03-06-2017,792178905,21-07-2017,2197,117.11,451922.9,257290.67,194632.23,2017
630,Sub-Saharan Africa,Baby Food,Online,C,24-01-2015,263318097,04-03-2015,531,159.42,135553.68,84652.02,50901.66,2015
631,Sub-Saharan Africa,Office Supplies,Online,H,12-07-2015,768888747,29-07-2015,122,524.96,79447.62,64045.12,15402.5,2015
632,Middle East and North Africa,Household,Offline,H,25-01-2015,491752183,06-02-2015,9254,502.54,6184170.58,4650505.16,1533665.42,2015
633,Middle East and North Africa,Fruits,Offline,H,20-10-2014,385082232,28-11-2014,3245,6.92,30275.85,22455.4,7820.45,2014
634,Central America and the Caribbean,Meat,Offline,C,26-11-2016,122365224,22-12-2016,9444,364.69,3984329.16,3444132.36,540196.8,2016
635,Central America and the Caribbean,Household,Online,H,06-04-2013,347399985,19-05-2013,2231,502.54,1490910.37,1121166.74,369743.63,2013
636,Europe,Beverages,Online,M,20-12-2011,424297845,08-01-2012,8016,31.79,380359.2,254828.64,125530.56,2011
637,Sub-Saharan Africa,Office Supplies,Offline,M,28-10-2010,687482631,21-11-2010,243,524.96,158244.03,127565.28,30678.75,2010
638,Australia and Oceania,Cosmetics,Offline,H,06-04-2016,191690671,18-05-2016,4384,263.33,1916684.8,1154438.72,762246.08,2016
639,Australia and Oceania,Cereal,Online,C,09-11-2016,761970794,20-12-2016,2945,117.11,605786.5,344888.95,260897.55,2016
640,Europe,Baby Food,Online,H,23-05-2017,243684327,30-05-2017,462,159.42,117939.36,73652.04,44287.32,2017
641,Europe,Clothes,Offline,M,07-05-2012,152505099,19-05-2012,8503,35.84,929207.84,304747.52,624460.32,2012
642,Middle East and North Africa,Cereal,Online,M,04-06-2012,724419438,16-07-2012,665,117.11,136790.5,77878.15,58912.35,2012
643,Asia,Household,Offline,M,16-06-2010,465726172,06-07-2010,7579,502.54,5064818.33,3808750.66,1256067.67,2010
644,Europe,Baby Food,Online,L,24-06-2015,203036630,28-07-2015,1905,159.42,486308.4,303695.1,182613.3,2015
645,Sub-Saharan Africa,Meat,Online,M,04-02-2011,833274638,13-02-2011,3337,364.69,1407846.93,1216970.53,190876.4,2011
646,Sub-Saharan Africa,Household,Offline,H,05-04-2012,173676526,10-05-2012,3598,502.54,2404435.46,1808138.92,596296.54,2012
647,Europe,Snacks,Offline,C,25-01-2016,611791121,03-03-2016,1443,97.44,220172.94,140605.92,79567.02,2016
648,Sub-Saharan Africa,Cosmetics,Offline,C,04-02-2013,555479753,12-02-2013,7658,263.33,3348077.6,2016581.14,1331496.46,2013
649,Sub-Saharan Africa,Beverages,Offline,H,04-12-2013,282916247,29-12-2013,59,31.79,2799.55,1875.61,923.94,2013
650,Australia and Oceania,Cereal,Online,C,20-01-2015,592586934,19-02-2015,8497,117.11,1747832.9,995083.67,752749.23,2015
651,Central America and the Caribbean,Clothes,Online,M,05-04-2010,553290641,07-04-2010,9851,35.84,1076517.28,353059.84,723457.44,2010
652,Asia,Clothes,Online,C,06-02-2017,654138696,16-03-2017,3031,35.84,331227.68,108631.04,222596.64,2017
653,Europe,Cereal,Offline,C,22-07-2012,554554927,06-08-2012,3981,117.11,818891.7,466214.91,352676.79,2012
654,Europe,Office Supplies,Offline,H,11-07-2012,434275662,13-08-2012,674,524.96,438915.54,353823.04,85092.5,2012
655,Sub-Saharan Africa,Personal Care,Online,L,17-01-2015,543349730,07-02-2015,8115,56.67,663238.95,459877.05,203361.9,2015
656,Sub-Saharan Africa,Baby Food,Offline,C,24-08-2011,752138459,22-09-2011,3339,159.42,852379.92,532303.38,320076.54,2011
657,Sub-Saharan Africa,Vegetables,Online,L,07-11-2013,101315677,17-12-2013,415,90.93,63934.9,37735.95,26198.95,2013
658,Asia,Cereal,Online,C,15-07-2011,851867711,17-07-2011,5441,117.11,1119213.7,637195.51,482018.19,2011
659,Europe,Personal Care,Offline,H,27-07-2014,835093390,29-07-2014,1547,56.67,126436.31,87668.49,38767.82,2014
660,Asia,Cereal,Online,L,28-02-2011,202604043,10-04-2011,3893,117.11,800790.1,455909.23,344880.87,2011
661,Europe,Beverages,Online,M,06-02-2017,976323497,10-02-2017,4674,31.79,221781.3,148586.46,73194.84,2017
662,Sub-Saharan Africa,Cosmetics,Online,C,18-05-2011,298488080,03-07-2011,8111,263.33,3546129.2,2135869.63,1410259.57,2011
663,Sub-Saharan Africa,Beverages,Online,M,09-09-2015,781646621,12-09-2015,5460,31.79,259077,173573.4,85503.6,2015
664,North America,Fruits,Online,M,09-12-2014,158660447,09-01-2015,7,6.92,65.31,48.44,16.87,2014
665,Europe,Beverages,Online,H,09-01-2014,732703387,28-01-2014,2069,31.79,98174.05,65773.51,32400.54,2014
666,Sub-Saharan Africa,Beverages,Offline,H,04-05-2011,827261769,26-05-2011,3996,31.79,189610.2,127032.84,62577.36,2011
667,Central America and the Caribbean,Beverages,Online,C,15-02-2010,636134421,20-03-2010,5166,31.79,245126.7,164227.14,80899.56,2010
668,Europe,Household,Online,C,10-09-2014,873432672,17-09-2014,6992,502.54,4672543.84,3513759.68,1158784.16,2014
669,Europe,Clothes,Online,C,25-06-2011,523580348,04-08-2011,7915,35.84,864951.2,283673.6,581277.6,2011
670,Central America and the Caribbean,Personal Care,Online,H,17-09-2010,891313779,25-10-2010,8409,56.67,687267.57,476538.03,210729.54,2010
671,Asia,Clothes,Offline,M,25-04-2012,651681792,12-06-2012,5979,35.84,653385.12,214287.36,439097.76,2012
672,Europe,Personal Care,Online,M,16-04-2017,800045716,14-05-2017,161,56.67,13158.53,9123.87,4034.66,2017
673,Australia and Oceania,Office Supplies,Online,L,01-05-2016,602079379,26-05-2016,7523,524.96,4899052.83,3949274.08,949778.75,2016
674,Europe,Vegetables,Online,M,10-05-2016,743769109,11-05-2016,6662,90.93,1026347.72,605775.66,420572.06,2016
675,Sub-Saharan Africa,Household,Online,C,22-12-2013,181413733,27-12-2013,3210,502.54,2145146.7,1613153.4,531993.3,2013
676,Central America and the Caribbean,Fruits,Online,C,12-06-2014,191624581,01-08-2014,4827,6.92,45035.91,33402.84,11633.07,2014
677,Middle East and North Africa,Fruits,Offline,L,22-09-2012,321325480,25-10-2012,6205,6.92,57892.65,42938.6,14954.05,2012
678,Sub-Saharan Africa,Office Supplies,Online,H,01-06-2012,637752759,22-06-2012,4069,524.96,2649773.49,2136062.24,513711.25,2012
679,Sub-Saharan Africa,Clothes,Online,L,24-05-2014,378455245,08-06-2014,2172,35.84,237356.16,77844.48,159511.68,2014
680,Europe,Snacks,Offline,L,09-01-2013,201294267,09-02-2013,6302,97.44,961559.16,614066.88,347492.28,2013
681,Sub-Saharan Africa,Meat,Offline,C,06-02-2015,834443652,27-02-2015,9275,364.69,3913029.75,3382499.75,530530,2015
682,Asia,Cereal,Online,M,02-05-2013,826389729,05-05-2013,5940,117.11,1221858,695633.4,526224.6,2013
683,Sub-Saharan Africa,Vegetables,Offline,M,11-11-2012,595931327,15-12-2012,8177,90.93,1259748.62,743534.61,516214.01,2012
684,North America,Personal Care,Offline,H,24-04-2012,182179772,23-05-2012,9898,56.67,808963.54,560919.66,248043.88,2012
685,Sub-Saharan Africa,Fruits,Offline,M,02-03-2015,594558894,19-04-2015,2044,6.92,19070.52,14144.48,4926.04,2015
686,Sub-Saharan Africa,Meat,Online,M,26-10-2010,662805020,02-11-2010,7589,364.69,3201723.21,2767632.41,434090.8,2010
687,Asia,Household,Offline,L,29-03-2016,186966979,17-04-2016,6539,502.54,4369817.53,3286109.06,1083708.47,2016
688,Asia,Clothes,Online,C,09-08-2011,387406098,11-08-2011,928,35.84,101411.84,33259.52,68152.32,2011
689,Australia and Oceania,Beverages,Online,C,20-03-2012,754796206,08-04-2012,9826,31.79,466243.7,312368.54,153875.16,2012
690,Middle East and North Africa,Beverages,Offline,C,27-09-2011,400123631,07-11-2011,4329,31.79,205411.05,137618.91,67792.14,2011
691,Asia,Beverages,Online,C,02-04-2016,304687201,01-05-2016,2569,31.79,121899.05,81668.51,40230.54,2016
692,Sub-Saharan Africa,Meat,Offline,L,10-03-2010,170098245,19-03-2010,4705,364.69,1984992.45,1715866.45,269126,2010
693,Europe,Meat,Online,L,11-02-2013,668280589,28-03-2013,7932,364.69,3346431.48,2892721.08,453710.4,2013
694,Sub-Saharan Africa,Personal Care,Offline,C,20-05-2015,291470563,30-05-2015,1472,56.67,120306.56,83418.24,36888.32,2015
695,Middle East and North Africa,Fruits,Offline,M,07-03-2012,302216994,29-03-2012,1579,6.92,14732.07,10926.68,3805.39,2012
696,Central America and the Caribbean,Cereal,Offline,L,04-12-2014,683381211,11-12-2014,6542,117.11,1345689.4,766133.62,579555.78,2014
697,Sub-Saharan Africa,Office Supplies,Online,L,24-02-2017,588137042,28-03-2017,1675,524.96,1090776.75,879308,211468.75,2017
698,Sub-Saharan Africa,Personal Care,Offline,C,18-06-2013,589970815,13-07-2013,4329,56.67,353809.17,245324.43,108484.74,2013
699,Australia and Oceania,Baby Food,Offline,M,23-11-2010,432681357,28-11-2010,8884,159.42,2267907.52,1416287.28,851620.24,2010
700,Europe,Household,Online,C,14-07-2017,380379998,16-07-2017,1749,502.54,1168804.23,878942.46,289861.77,2017
701,Europe,Clothes,Online,H,16-01-2016,767490565,23-02-2016,6368,35.84,695895.04,228229.12,467665.92,2016
702,Australia and Oceania,Vegetables,Online,M,06-11-2012,648749387,18-12-2012,8215,90.93,1265602.9,746989.95,518612.95,2012
703,Central America and the Caribbean,Fruits,Online,L,05-09-2011,949205291,11-10-2011,9794,6.92,91378.02,67774.48,23603.54,2011
704,Asia,Meat,Offline,H,22-04-2017,414219605,27-04-2017,5641,364.69,2379881.49,2057216.29,322665.2,2017
705,Sub-Saharan Africa,Snacks,Offline,C,25-08-2016,559466159,15-09-2016,7324,97.44,1117495.92,713650.56,403845.36,2016
706,Europe,Snacks,Offline,L,30-10-2012,720931279,18-11-2012,8441,97.44,1287927.78,822491.04,465436.74,2012
707,North America,Office Supplies,Offline,H,29-10-2013,304913794,21-11-2013,9623,524.96,6266593.83,5051690.08,1214903.75,2013
708,Europe,Snacks,Online,L,13-07-2013,138025033,03-08-2013,3529,97.44,538454.82,343865.76,194589.06,2013
709,Asia,Clothes,Offline,H,10-09-2010,217188823,19-10-2010,9854,35.84,1076845.12,353167.36,723677.76,2010
710,Central America and the Caribbean,Meat,Online,M,10-09-2012,159641492,24-09-2012,320,364.69,135004.8,116700.8,18304,2012
711,Europe,Meat,Offline,H,16-08-2016,552931869,09-09-2016,3682,364.69,1553398.98,1342788.58,210610.4,2016
712,Sub-Saharan Africa,Snacks,Offline,L,26-01-2013,704921281,05-02-2013,727,97.44,110925.66,70838.88,40086.78,2013
713,Sub-Saharan Africa,Snacks,Online,L,09-08-2012,893783557,28-09-2012,9271,97.44,1414569.18,903366.24,511202.94,2012
714,Asia,Office Supplies,Online,H,25-09-2011,118005025,30-10-2011,9164,524.96,5967688.44,4810733.44,1156955,2011
715,Middle East and North Africa,Snacks,Offline,M,18-10-2011,146384513,04-12-2011,7285,97.44,1111545.3,709850.4,401694.9,2011
716,Sub-Saharan Africa,Clothes,Online,C,20-03-2015,568033349,17-04-2015,2546,35.84,278226.88,91248.64,186978.24,2015
717,Europe,Fruits,Online,L,08-02-2014,142375361,19-02-2014,888,6.92,8285.04,6144.96,2140.08,2014
718,Asia,Beverages,Online,C,21-10-2016,849146878,30-11-2016,286,31.79,13570.7,9091.94,4478.76,2016
719,Central America and the Caribbean,Personal Care,Online,H,09-10-2013,238396728,27-11-2013,5744,56.67,469457.12,325512.48,143944.64,2013
720,Middle East and North Africa,Snacks,Online,H,06-09-2011,880486238,10-10-2011,4299,97.44,655941.42,418894.56,237046.86,2011
721,Europe,Cosmetics,Offline,C,27-06-2014,916089236,28-07-2014,17,263.33,7432.4,4476.61,2955.79,2014
722,Asia,Cereal,Online,H,22-01-2012,806192052,28-02-2012,8998,117.11,1850888.6,1053755.78,797132.82,2012
723,Asia,Cereal,Online,M,09-04-2014,182093513,17-05-2014,4372,117.11,899320.4,512004.92,387315.48,2014
724,Asia,Fruits,Offline,H,26-11-2016,995404946,31-12-2016,1299,6.92,12119.67,8989.08,3130.59,2016
725,Sub-Saharan Africa,Beverages,Online,C,12-01-2013,768050181,28-01-2013,1971,31.79,93523.95,62658.09,30865.86,2013
726,Europe,Fruits,Offline,L,06-12-2011,242265546,07-01-2012,614,6.92,5728.62,4248.88,1479.74,2011
727,Sub-Saharan Africa,Office Supplies,Offline,M,31-07-2012,230599868,22-08-2012,8480,524.96,5522260.8,4451660.8,1070600,2012
728,Europe,Cosmetics,Online,M,12-01-2015,265914475,21-02-2015,8857,263.33,3872280.4,2332313.81,1539966.59,2015
729,North America,Household,Offline,M,10-08-2016,851383197,05-09-2016,2062,502.54,1377972.74,1036237.48,341735.26,2016
730,Central America and the Caribbean,Personal Care,Offline,L,16-09-2015,310492360,21-10-2015,444,56.67,36288.12,25161.48,11126.64,2015
731,Europe,Snacks,Online,L,26-07-2015,637040793,04-08-2015,3382,97.44,516025.56,329542.08,186483.48,2015
732,Sub-Saharan Africa,Beverages,Online,H,03-12-2012,745139825,08-12-2012,2288,31.79,108565.6,72735.52,35830.08,2012
733,Sub-Saharan Africa,Household,Online,M,07-12-2016,519213283,24-12-2016,5603,502.54,3744316.81,2815731.62,928585.19,2016
734,Asia,Vegetables,Online,C,09-02-2015,363997495,11-02-2015,3802,90.93,585736.12,345715.86,240020.26,2015
735,Europe,Personal Care,Offline,L,12-12-2014,754541289,19-12-2014,4390,56.67,358794.7,248781.3,110013.4,2014
736,Central America and the Caribbean,Household,Online,H,11-06-2017,886205995,21-07-2017,6902,502.54,4612399.54,3468531.08,1143868.46,2017
737,Sub-Saharan Africa,Baby Food,Online,C,19-04-2013,924665439,07-06-2013,7906,159.42,2018243.68,1260374.52,757869.16,2013
738,Asia,Household,Online,H,30-12-2016,655905950,11-02-2017,6001,502.54,4010288.27,3015742.54,994545.73,2016
739,Sub-Saharan Africa,Beverages,Offline,H,03-01-2010,836226356,26-01-2010,6816,31.79,323419.2,216680.64,106738.56,2010
740,Middle East and North Africa,Household,Offline,C,25-09-2012,942237985,25-09-2012,8013,502.54,5354847.51,4026853.02,1327994.49,2012
741,Asia,Cereal,Online,H,24-07-2012,520864665,20-08-2012,4284,117.11,881218.8,501699.24,379519.56,2012
742,Middle East and North Africa,Snacks,Offline,H,01-02-2013,539342725,15-02-2013,2353,97.44,359020.74,229276.32,129744.42,2013
743,Asia,Baby Food,Offline,M,11-03-2015,235220992,26-03-2015,5974,159.42,1525042.72,952375.08,572667.64,2015
744,Asia,Cereal,Online,C,27-03-2013,266360795,13-05-2013,933,117.11,191918.1,109263.63,82654.47,2013
745,Asia,Baby Food,Online,H,06-01-2014,460935962,16-01-2014,49,159.42,12508.72,7811.58,4697.14,2014
746,Sub-Saharan Africa,Cereal,Online,M,31-03-2010,267432820,24-04-2010,8169,117.11,1680363.3,956671.59,723691.71,2010
747,Sub-Saharan Africa,Cereal,Offline,H,20-08-2014,104650199,01-10-2014,7174,117.11,1475691.8,840147.14,635544.66,2014
748,Central America and the Caribbean,Cosmetics,Online,L,30-08-2010,911699426,03-10-2010,975,263.33,426270,256746.75,169523.25,2010
749,Middle East and North Africa,Baby Food,Offline,L,14-12-2016,998004329,20-12-2016,514,159.42,131213.92,81941.88,49272.04,2016
750,Asia,Personal Care,Online,L,03-05-2015,993301236,01-06-2015,8764,56.67,716281.72,496655.88,219625.84,2015
751,Europe,Vegetables,Offline,L,16-03-2015,697638976,26-03-2015,5731,90.93,882917.86,521119.83,361798.03,2015
752,Middle East and North Africa,Cosmetics,Online,C,16-11-2011,431378877,08-12-2011,3451,263.33,1508777.2,908751.83,600025.37,2011
753,Australia and Oceania,Vegetables,Offline,C,01-02-2013,585194766,25-02-2013,990,90.93,152519.4,90020.7,62498.7,2013
754,Central America and the Caribbean,Personal Care,Offline,C,01-07-2012,270072972,09-08-2012,9449,56.67,772266.77,535474.83,236791.94,2012
755,Europe,Baby Food,Online,C,10-03-2016,467312324,08-04-2016,6956,159.42,1775727.68,1108925.52,666802.16,2016
756,Middle East and North Africa,Fruits,Offline,C,02-03-2016,878524148,20-03-2016,3673,6.92,34269.09,25417.16,8851.93,2016
757,Central America and the Caribbean,Cosmetics,Online,C,08-11-2016,375632274,28-11-2016,6792,263.33,2969462.4,1788537.36,1180925.04,2016
758,Sub-Saharan Africa,Fruits,Offline,M,03-03-2016,150873029,13-03-2016,5537,6.92,51660.21,38316.04,13344.17,2016
759,Sub-Saharan Africa,Vegetables,Offline,C,18-11-2016,566795241,22-11-2016,6162,90.93,949317.72,560310.66,389007.06,2016
760,Asia,Personal Care,Online,M,04-04-2015,706260240,04-05-2015,6954,56.67,568350.42,394083.18,174267.24,2015
761,Europe,Clothes,Online,L,26-05-2012,622441852,28-05-2012,3231,35.84,353083.68,115799.04,237284.64,2012
762,Middle East and North Africa,Beverages,Offline,H,30-06-2010,888826406,01-07-2010,2340,31.79,111033,74388.6,36644.4,2010
763,Europe,Meat,Online,C,27-07-2016,349212729,11-09-2016,8662,364.69,3654411.18,3158944.78,495466.4,2016
764,Asia,Meat,Offline,L,01-01-2016,167712152,16-01-2016,8607,364.69,3631207.23,3138886.83,492320.4,2016
765,Middle East and North Africa,Fruits,Offline,M,28-02-2014,678748500,29-03-2014,5619,6.92,52425.27,38883.48,13541.79,2014
766,Australia and Oceania,Household,Online,C,26-06-2017,937058103,16-07-2017,5171,502.54,3455624.17,2598634.34,856989.83,2017
767,Middle East and North Africa,Clothes,Online,M,19-07-2014,967689788,28-07-2014,9767,35.84,1067337.76,350049.28,717288.48,2014
768,Sub-Saharan Africa,Cosmetics,Offline,L,14-02-2010,416004884,17-03-2010,3945,263.33,1724754,1038836.85,685917.15,2010
769,Australia and Oceania,Baby Food,Offline,C,07-11-2013,797677218,14-11-2013,9270,159.42,2366445.6,1477823.4,888622.2,2013
770,Central America and the Caribbean,Snacks,Online,C,16-09-2013,548693120,10-10-2013,9342,97.44,1425402.36,910284.48,515117.88,2013
771,Asia,Fruits,Online,H,04-02-2010,875351417,08-02-2010,4791,6.92,44700.03,33153.72,11546.31,2010
772,Sub-Saharan Africa,Snacks,Online,H,22-01-2012,804263436,28-02-2012,8278,97.44,1263057.24,806608.32,456448.92,2012
773,Europe,Cosmetics,Online,H,06-10-2010,332353007,22-11-2010,9495,263.33,4151214,2500318.35,1650895.65,2010
774,Europe,Meat,Offline,H,08-08-2013,876856458,29-08-2013,166,364.69,70033.74,60538.54,9495.2,2013
775,Asia,Vegetables,Online,M,01-02-2010,325322616,12-03-2010,9046,90.93,1393626.76,822552.78,571073.98,2010
776,Asia,Household,Online,L,08-07-2013,685612809,17-08-2013,6921,502.54,4625096.67,3478079.34,1147017.33,2013
777,Sub-Saharan Africa,Beverages,Offline,M,05-10-2011,435900866,07-10-2011,1608,31.79,76299.6,51118.32,25181.28,2011
778,Asia,Baby Food,Online,C,15-06-2016,374673116,04-07-2016,2956,159.42,754607.68,471245.52,283362.16,2016
779,Sub-Saharan Africa,Cereal,Offline,L,21-10-2013,470728385,09-11-2013,7845,117.11,1613716.5,918727.95,694988.55,2013
780,Europe,Beverages,Offline,C,19-10-2013,313178002,06-12-2013,5185,31.79,246028.25,164831.15,81197.1,2013
781,Europe,Personal Care,Online,L,17-02-2016,461445796,22-03-2016,920,56.67,75191.6,52136.4,23055.2,2016
782,Sub-Saharan Africa,Personal Care,Online,L,26-12-2013,195268094,21-01-2014,3023,56.67,247069.79,171313.41,75756.38,2013
783,Central America and the Caribbean,Snacks,Offline,C,20-12-2012,664693725,24-12-2012,6499,97.44,991617.42,633262.56,358354.86,2012
784,Sub-Saharan Africa,Snacks,Online,C,09-03-2012,840084016,26-03-2012,8384,97.44,1279230.72,816936.96,462293.76,2012
785,Sub-Saharan Africa,Cosmetics,Offline,L,05-08-2015,662112796,24-09-2015,2745,263.33,1200114,722840.85,477273.15,2015
786,Australia and Oceania,Vegetables,Online,C,20-01-2013,591766393,10-03-2013,5681,90.93,875214.86,516573.33,358641.53,2013
787,Sub-Saharan Africa,Clothes,Online,H,11-06-2014,260343635,12-06-2014,322,35.84,35188.16,11540.48,23647.68,2014
788,Asia,Meat,Offline,C,20-07-2015,719455850,27-07-2015,1829,364.69,771636.81,667018.01,104618.8,2015
789,Europe,Cosmetics,Offline,C,03-01-2017,391026866,08-01-2017,2394,263.33,1046656.8,630412.02,416244.78,2017
790,Asia,Personal Care,Offline,L,15-12-2012,917293012,30-01-2013,6241,56.67,510076.93,353677.47,156399.46,2012
791,Australia and Oceania,Baby Food,Offline,L,08-07-2017,410803115,27-07-2017,4626,159.42,1180925.28,737476.92,443448.36,2017
792,Europe,Vegetables,Offline,C,07-08-2015,204418504,03-09-2015,833,90.93,128331.98,75744.69,52587.29,2015
793,Sub-Saharan Africa,Personal Care,Online,C,05-02-2012,801313006,15-02-2012,5180,56.67,423361.4,293550.6,129810.8,2012
